"categoria","texto","iteracao","seed_sorteio"
"AcordoCooperacao","RESUMO DO ACORDO DE COOPERAÇÃO TÉCNICA Nº 009/2025 PROCESSO Nº 2024-CD1F7 PARTÍCIPES: Secretaria de Estado de Saúde - SES, Hospital Vila Nova Star Ltda e Instituto de Tecnologia em Informática do ES - ITIES. OBJETO: Implementação de um sistema integrado de monitoramento e alerta precoce para doenças transmitidas por vetores no estado do Espírito Santo. RECURSOS FINANCEIROS : não há transferência de recursos financeiros entre os partícipes, e as despesas necessárias à consecução do objeto deste Instrumento serão assumidas pelos Partícipes, dentro dos limites de suas respectivas atribuições e nos termos das normas aplicáveis às finanças públicas. VIGÊNCIA : a partir do primeiro dia seguinte ao da publicação de seu extrato na imprensa oficial até 31/12/2027, conforme prazo previsto no anexo Plano de Trabalho para a consecução de seu objeto. Vitória/ES, 29 de maio de 2025. CARLOS ALBERTO LIMA Secretário de Estado de Saúde","12","11193"
"AcordoCooperacao","EXTRATO DE ACORDO DE COOPERAÇÃO TÉCNICA

ACORDO DE COOPERAÇÃO TÉCNICA Nº 003/2025  
PROCESSO Nº 2024-DG7KL  

PARTÍCIPES:
- Secretaria de Estado do Meio Ambiente e Recursos Hídricos - SMA;
- Prefeitura Municipal de Vitória, por intermédio da Secretaria Municipal de Desenvolvimento Sustentável - SEMDES;  
- Instituto Federal do Espírito Santo – IFE;

OBJETO:
O presente Termo de Cooperação Técnica tem por objeto a cooperação técnica entre os partícipes nas ações destinadas à preservação e ao uso sustentável dos recursos naturais do Estado, visando promover a conservação ambiental e o desenvolvimento socioeconômico harmônico. As ações serão executadas conforme as especificações estabelecidas no Plano de Trabalho anexo.

VIGÊNCIA:
O presente Termo de Cooperação vigerá por cento e cinquenta (150) meses, a contar do primeiro dia seguinte ao da publicação de seu extrato no Diário Oficial do Estado.

DO REPASSE DE RECURSOS FINANCEIROS:
O presente Termo de Cooperação Técnica não envolve transferência de recursos financeiros/orçamentários entre os partícipes.

RODRIGO COUTINHO CORRÊA
Secretário de Estado do Meio Ambiente e Recursos Hídricos","13","11194"
"AcordoCooperacao","RESUMO DO TERMO ADITIVO DE ACORDO DE COOPERAÇÃO Nº 012/2024 Termo Aditivo: 003/2024 Processo: 2024-5ZKMN Concedente: Estado do Espírito Santo, por meio da Secretaria de Estado do Meio Ambiente e Desenvolvimento Sustentável - SMA (CNPJ: 24.393.108/0002-71). Partícipe: Instituto de Conservação e Pesquisa Ambiental do Espírito Santo - ICES (CNPJ 15.634.098/0001-56) e ONG Verde Vida, CNPJ 30.112.789/0001-35. Objeto: Aditamento ao Acordo de Cooperação nº 012/2024 para inclusão de atividades de monitoramento da qualidade do ar em áreas urbanas e rurais, bem como a realização de estudos e pesquisas ambientais conjuntas. Vigência: 36 (trinta e seis) meses, contados a partir de 15/06/2024. Valor: Acordo de cooperação não oneroso, sem transferência de recursos financeiros entre as partes. MARIA LÚCIA SOUZA Secretária de Estado do Meio Ambiente e Desenvolvimento Sustentável","14","11195"
"AcordoCooperacao","EXTRATO DE ACORDO DE COOPERAÇÃO TÉCNICA ACORDO DE COOPERAÇÃO TÉCNICA Nº 012/2025 PROCESSO Nº 2025-6KJYU PARTÍCIPES: - Secretaria de Estado do Ambiente e Sustentabilidade - SEAS; - Município de Aracruz; - Instituto Bioma Biodiversidade - IBBD OBJETO: O presente Termo de Cooperação Técnica tem por objeto a cooperação técnica entre os partícipes na implementação e gestão do Programa Estadual de Conservação Ambiental, visando promover o desenvolvimento sustentável da região litorânea, através da recuperação ambiental, monitoramento e educação ambiental. VIGÊNCIA: O presente Termo de Cooperação vigerá por 48 (quarenta e oito) meses a partir do primeiro dia seguinte ao da publicação de seu extrato no Diário Oficial do Estado do Espírito Santo. DO REPASSE DE RECURSOS FINANCEIROS: O presente Termo de Cooperação Técnica não envolve transferência de recursos financeiros/orçamentários entre os partícipes. CARLOS ALBERTO DA COSTA Secretário de Estado do Ambiente e Sustentabilidade","15","11196"
"AcordoCooperacao","EXTRATO DE ACORDO DE COOPERAÇÃO TÉCNICA  
ACORDO DE COOPERAÇÃO TÉCNICA Nº 013/2025  
PROCESSO Nº 2024-687R9  

PARTÍCIPES: 
- Secretaria de Estado da Saúde - SES; 
- Prefeitura Municipal de Vila Velha;
- Hospital Universitário Evangélico de Vitória

OBJETO: O presente Termo de Cooperação Técnica tem por objeto a cooperação técnica entre os partícipes nas atividades relativas ao combate e prevenção da disseminação de doenças endêmicas no estado do Espírito Santo, promovendo ações integradas de saúde pública.  

VIGÊNCIA: O presente Termo de Cooperação vigerá por 36 (trinta e seis) meses a partir do primeiro dia seguinte ao da publicação de seu extrato no Diário Oficial do Estado.

DO REPASSE DE RECURSOS FINANCEIROS: O presente Termo de Cooperação Técnica não envolve transferência de recursos financeiros/orçamentários entre os partícipes.  

VITÓRIA/ES, 15 de junho de 2025.
MARIA APARECIDA DOS SANTOS Secretária de Estado da Saúde","16","11197"
"AcordoCooperacao","EXTRATO DE ACORDO DE COOPERAÇÃO TÉCNICA ACORDO DE COOPERAÇÃO TÉCNICA Nº 012/2026 PROCESSO Nº 2026-5ZJNQ PARTÍCIPES: - Secretaria de Estado da Saúde; - Prefeitura Municipal de Vila Velha; - Hospital Estadual Mario Covas; OBJETO: O presente Termo de Cooperação Técnica tem por objeto a cooperação técnica entre os partícipes no desenvolvimento e implementação do Programa de Combate à Tuberculose, com foco na prevenção, diagnóstico precoce, tratamento eficaz e controle da disseminação da doença nos territórios envolvidos. VIGÊNCIA: O presente Termo de Cooperação vigerá por 48 (quarenta e oito) meses, contados a partir do primeiro dia subsequente à publicação deste extrato no Diário Oficial do Estado do Espírito Santo. DO REPASSE DE RECURSOS FINANCEIROS: O presente Termo de Cooperação Técnica não envolve transferência de recursos financeiros/orçamentários entre os partícipes, sendo que as despesas decorrentes da execução das atividades serão assumidas pelos respectivos órgãos conforme seus orçamentos e normas vigentes. VITÓRIA, 23 DE JUNHO DE 2026. RICARDO ALMEIDA MACHADO SECRETÁRIO DE ESTADO DA SAÚDE","17","11198"
"AcordoCooperacao","RESUMO DO ACORDO DE COOPERAÇÃO TÉCNICA Nº 012/2025 PROCESSO Nº 2024-QZ6N9 PARTÍCIPES: Secretaria de Estado da Saúde - SES, Fundação Universitária do Espírito Santo - FUDES OBJETO: Estabelecer a cooperação técnica entre a SES e a FUDES para o desenvolvimento conjunto de estudos científicos e pesquisas clínicas em áreas específicas da saúde pública, com ênfase na prevenção e tratamento de doenças crônicas. RECURSOS FINANCEIROS: não há transferência de recursos financeiros entre os partícipes, sendo as despesas necessárias à consecução do objeto deste Instrumento assumidas pelos respectivos órgãos dentro dos limites de suas atribuições e nos termos das normas aplicáveis às finanças públicas. VIGÊNCIA: a partir do primeiro dia seguinte ao da publicação de seu extrato no Diário Oficial até 31/12/2026, conforme prazo previsto no anexo Plano de Trabalho para a consecução de seu objeto. Vitória/ES, 27 de junho de 2025. MARIA APARECIDA DOS SANTOS SECRETÁRIA DE ESTADO DA SAÚDE","18","11199"
"AcordoCooperacao","RESUMO DO ACORDO DE COOPERAÇÃO TÉCNICA Nº 002/2026  
PROCESSO Nº 2025-LM8K7  
PARTÍCIPES: Secretaria de Estado da Saúde (SESA), Hospital Universitário da Universidade Federal do Espírito Santo - HUUFES, e Laboratório de Análises Clínicas LTDA. OBJETO: Cooperação técnica no desenvolvimento de programas de saúde pública voltados para a prevenção e controle de doenças crônicas no Estado do Espírito Santo. RECURSOS FINANCEIROS : não há transferência de recursos financeiros entre os partícipes, e as despesas necessárias à consecução do objeto deste Instrumento serão assumidas pelos Partícipes, dentro dos limites de suas respectivas atribuições e nos termos das normas aplicáveis às finanças públicas. VIGÊNCIA : a partir do primeiro dia seguinte ao da publicação de seu extrato na imprensa oficial até 31/12/2026, conforme prazo previsto no anexo Plano de Trabalho para a consecução de seu objeto.

Vitória/ES, 28 de abril de 2026.  
CARLOS PEREIRA DE ANDRADE  
Secretário de Estado da Saúde","19","11200"
"AcordoCooperacao","RESUMO DO ACORDO DE COOPERAÇÃO TÉCNICA Nº 012/2025  
PROCESSO Nº 2024-KP9F3  
PARTÍCIPES: Secretaria de Estado de Saúde - SES, Hospital Universitário Cassiano Antônio Mota - HUCAM, e Fundação Estadual do Hemocentro Capixaba - FEHC.  
OBJETO: Este Termo visa estabelecer cooperação técnica entre as partes no desenvolvimento e implantação de um sistema integrado para controle e monitoramento da distribuição de medicamentos de alto custo e estoques estratégicos nas instituições participantes, com o intuito de otimizar recursos e garantir a disponibilidade desses itens durante emergências sanitárias.  
RECURSOS FINANCEIROS: Este Acordo não prevê transferência direta de valores financeiros entre as partes. As despesas necessárias para implementação e manutenção do sistema serão de responsabilidade própria de cada instituição, em conformidade com suas respectivas atribuições legais e orçamentárias.  
VIGÊNCIA: O presente Acordo entrará em vigor no dia subsequente à publicação deste extrato na imprensa oficial e permanecerá válido por um período de sessenta meses a contar dessa data, sendo revisado anualmente para ajustes conforme necessidade técnica identificada durante sua execução.  
Vitória/ES, 25 de outubro de 2024.  
DRUZELLE CARDOSO DOS SANTOS  
Secretário de Estado de Saúde","20","11201"
"AcordoCooperacao","EXTRATO DO ACORDO DE COOPERAÇÃO TÉCNICA Nº 024/2025 PROCESSO: 2025-1LQRT PARTÍCIPES: Secretaria de Estado da Saúde - SES; Hospital do Câncer Vida e Alegria Ltda.; Município de Linhares - Secretaria Municipal de Saúde. OBJETO: cooperação técnica na implementação de um programa de prevenção ao câncer, incluindo consultas médicas preventivas e ações educativas para conscientização da população sobre os riscos e medidas de prevenção do câncer. VIGÊNCIA: 36 (trinta e seis) meses a contar da data da publicação deste extrato no Diário Oficial do Estado. DO REPASSE DE RECURSOS FINANCEIROS: Não envolve transferência de recursos financeiros entre os partícipes, sendo que as despesas decorrentes das atividades previstas neste acordo serão custeadas pelas partes conforme suas respectivas competências e disponibilidade orçamentária. Vitória/ES, 05 de abril de 2025. PAULO CESAR SILVA SECRETÁRIO DE ESTADO DA SAÚDE","21","11202"
"AcordoCooperacao","RESUMO DO ACORDO DE COOPERAÇÃO TÉCNICA Nº 012/2025  
PROCESSO Nº 2024-NV89C6  
PARTÍCIPES: Secretaria de Estado da Saúde – SES; Instituto Capixaba de Desenvolvimento do Esporte – IDES; Prefeitura Municipal de Vila Velha; e Faculdade Estadual do Espírito Santo - FAES.  
OBJETO: Promover a cooperação técnica na implementação de um programa de combate ao tabagismo e incentivo à prática esportiva entre jovens, visando à prevenção de doenças crônicas e ao desenvolvimento físico e mental dos participantes. O programa incluirá campanhas educativas, atividades práticas em locais públicos, seminários e a criação de um aplicativo para monitoramento da saúde e bem-estar dos participantes.  
RECURSOS FINANCEIROS: não há transferência de recursos financeiros entre os partícipes, e as despesas necessárias à consecução do objeto deste Instrumento serão assumidas pelos Partícipes, dentro dos limites de suas respectivas atribuições e nos termos das normas aplicáveis às finanças públicas.  
VIGÊNCIA: a partir do primeiro dia seguinte ao da publicação de seu extrato na imprensa oficial até 31/12/2026, conforme prazo previsto no anexo Plano de Trabalho para a consecução de seu objeto.  
Vitória/ES, 24 de maio de 2025.  
MARIA APARECIDA DA SILVA Secretária de Estado da Saúde","22","11203"
"AcordoCooperacao","RESUMO DO ACORDO DE COOPERAÇÃO TÉCNICA Nº 012/2025 PROCESSO Nº 2024-KL8HJ PARTÍCIPES: Secretaria de Estado de Saúde - SES, Prefeitura Municipal de Cariacica e Instituto Saúde e Bem-Estar LTDA. OBJETO: Colaboração técnica para o desenvolvimento e implementação do Programa Estadual de Prevenção à Violência no Ambiente Escolar. RECURSOS FINANCEIROS : não há transferência de recursos financeiros entre os partícipes, sendo que as despesas decorrentes da consecução deste Acordo serão custeadas pelas partes conforme suas respectivas competências e orçamentos disponíveis. VIGÊNCIA: a partir do dia subsequente à publicação deste extrato no Diário Oficial até 31/05/2026, período estabelecido para execução das atividades previstas no Plano de Trabalho anexo. Vitória/ES, 17 de setembro de 2025. MARIA CLARA SOUZA Secretária de Estado de Saúde","23","11204"
"AcordoCooperacao","RESUMO DO ACORDO DE COOPERAÇÃO TECNICO-CIENTÍFICA Nº 003/2025 PROCESSO Nº 2024-QW1Z7 PARTÍCIPES: Secretaria de Estado da Saúde - SES, INSTITUTO VIDA SAUDÁVEL LTDA. OBJETO: Criação e implementação de um programa interativo para conscientização sobre a saúde mental em escolas públicas do estado do Espírito Santo. RECURSOS FINANCEIROS : não há transferência de recursos financeiros entre os partícipes, e as despesas necessárias à consecução do objeto deste Instrumento serão assumidas pelos Partícipes, dentro dos limites de suas respectivas atribuições e nos termos das normas aplicáveis às finanças públicas. VIGÊNCIA : a partir do primeiro dia seguinte ao da publicação de seu extrato na imprensa oficial até 31/07/2026, conforme prazo previsto no anexo Plano de Trabalho para a consecução de seu objeto. Vitória/ES, 25 de janeiro de 2025. MARIA CLARA PEREIRA Secretária Adjunta da Saúde","24","11205"
"AcordoCooperacao","EXTRATO DE ACORDO DE COOPERAÇÃO TÉCNICA  
ACORDO DE COOPERAÇÃO TÉCNICA Nº 015/2025  
PROCESSO Nº 2024-NB3KL  
PARTÍCIPES:  
- Secretaria de Estado da Saúde - SES;  
- Fundação Municipal de Saúde do Município de Cariacica - FMSMC;  
- Hospital Universitário da Universidade Federal do Espírito Santo - HUUFES;  

OBJETO: O presente Termo de Cooperação Técnica tem por objeto a cooperação técnica entre os partícipes para o desenvolvimento e implementação de um programa de combate à dengue no Estado do Espírito Santo, visando promover diagnósticos precoces, tratamentos eficazes e prevenção em comunidades prioritárias, conforme especificações estabelecidas no Plano de Trabalho anexo.  

VIGÊNCIA: O presente Termo de Cooperação vigerá por 120 (cento e vinte) meses a contar do dia 15 de junho de 2025.

DO REPASSE DE RECURSOS FINANCEIROS: O presente Termo de Cooperação Técnica não envolve transferência de recursos financeiros/orçamentários entre os partícipes. As despesas necessárias à consecução do objeto deste Instrumento serão assumidas pelos Partícipes, dentro dos limites de suas respectivas atribuições e nos termos das normas aplicáveis às finanças públicas.

Vitória/ES, 15 de junho de 2025  
SARA VIANA SANTOS  
Secretária de Estado da Saúde","25","11206"
"AcordoCooperacao","RESUMO DO ACORDO DE COOPERAÇÃO TÉCNICA Nº 012/2024 PROCESSO Nº 2023-G7KLM PARTÍCIPES: Secretaria de Estado de Saúde - SES, Instituto Capixaba de Desenvolvimento do Trabalhador e Emprego - IDETE, Hospital Universitário Cassiano Ferreira - HUCF, e Centro de Apoio Operacional da Saúde Pública - CAOSP. OBJETO: Promover a cooperação técnica para o desenvolvimento de programas preventivos contra doenças infectocontagiosas no Estado do Espírito Santo, incluindo diagnóstico precoce, monitoramento epidemiológico e capacitação profissional. RECURSOS FINANCEIROS : não há transferência de recursos financeiros entre os partícipes, e as despesas necessárias à consecução do objeto deste Instrumento serão assumidas pelos Partícipes, dentro dos limites de suas respectivas atribuições e nos termos das normas aplicáveis às finanças públicas. VIGÊNCIA : a partir do primeiro dia seguinte ao da publicação de seu extrato na imprensa oficial até 72 meses após o início de sua vigência. Vitória/ES, 15 de junho de 2024 MÁRIO CESAR DA SILVA Secretário de Estado de Saúde","26","11207"
"AcordoCooperacao","RESUMO DO ACORDO DE COOPERAÇÃO TÉCNICA Nº 003/2025 PROCESSO Nº 2024-JL7F9 PARTÍCIPES: Secretaria de Estado de Segurança Pública - SSP, e INTEGRAL INTELIGÊNCIA LTDA. OBJETO: Intensificação da troca de informações e aprimoramento de metodologias operacionais no combate ao crime organizado no estado do Espírito Santo. RECURSOS FINANCEIROS: não há transferência de recursos financeiros entre os partícipes, sendo que as despesas serão compartilhadas conforme o Plano de Trabalho anexo a este Acordo. VIGÊNCIA: a partir do primeiro dia seguinte à publicação deste extrato na imprensa oficial até 31/12/2025, tal como estabelecido no Plano de Trabalho para a consecução do objeto pactuado. Vitória/ES, 18 de maio de 2025. RENATO FERREIRA OLIVEIRA Secretário de Estado de Segurança Pública","27","11208"
"AcordoCooperacao","RESUMO DO ACORDO DE COOPERAÇÃO TÉCNICA Nº 002/2025  
PROCESSO Nº 2024-P8K3L  
PARTÍCIPES: Secretaria de Estado da Saúde - SES e CLINICA VIDA SAÚDE LTDA.  
OBJETO: Estabelecer a colaboração técnica para o desenvolvimento de um programa de saúde mental com foco em prevenção e tratamento, conforme detalhado no Plano de Trabalho anexo.  
RECURSOS FINANCEIROS : não há transferência de recursos financeiros entre os partícipes, sendo que as despesas decorrentes do presente instrumento serão assumidas pelos participantes nas esferas em que competirem e nos termos das normas aplicáveis às finanças públicas.  
VIGÊNCIA : a partir do primeiro dia seguinte ao da publicação de seu extrato na imprensa oficial até 31/12/2025, conforme prazo previsto no anexo Plano de Trabalho para a consecução de seu objeto. Vitória/ES, 18 de maio de 2025.

CARLOS ALBERTO PEREIRA  
Secretário de Estado da Saúde","28","11209"
"AcordoCooperacao","RESUMO DO ACORDO DE COOPERAÇÃO TÉCNICA Nº 012/2025 PROCESSO Nº 2024-LQ7J8 PARTÍCIPES: Secretaria de Estado da Saúde - SES, Hospital São Lucas Ltda., Fundação Educacional do Espírito Santo - FEES e Associação Médica Capixaba. OBJETO: Estabelecer cooperação técnica para o desenvolvimento de um programa de pesquisa e tratamento avançado do câncer na região metropolitana do Espírito Santo. RECURSOS FINANCEIROS : não há transferência de recursos financeiros entre os partícipes, e as despesas necessárias à consecução do objeto deste Instrumento serão assumidas pelos Partícipes, dentro dos limites de suas respectivas atribuições e nos termos das normas aplicáveis às finanças públicas. VIGÊNCIA : a partir do primeiro dia seguinte ao da publicação de seu extrato na imprensa oficial até 48 meses após o início de sua vigência. Vitória/ES, 20 de abril de 2025.

CARLOS ALBERTO SILVA

Secretário de Estado da Saúde","29","11210"
"AcordoCooperacao","RESUMO DO ACORDO DE COOPERAÇÃO TÉCNICA Nº 012/2024 PROCESSO Nº 2024-6LH7Y PARTÍCIPES: Secretaria de Estado de Saúde - SES, Hospital São Lucas, Fundação Beneficente do Norte Espírito Santense - FBNES e Prefeitura Municipal de Serra. OBJETO: Estabelecer cooperação técnica para a implementação e fortalecimento da Rede Integrada de Atenção à Saúde Mental (RIASM) no Município de Serra, abrangendo ações relacionadas ao diagnóstico, tratamento e reabilitação dos pacientes com transtornos mentais. RECURSOS FINANCEIROS: não há transferência de recursos financeiros entre os partícipes; as despesas necessárias serão suportadas pelas respectivas entidades participantes em conformidade com suas competências legais e normativos vigentes. VIGÊNCIA: a partir do primeiro dia útil subsequente à publicação deste extrato no Diário Oficial do Estado até 72 meses da data de início de sua eficácia. Vitória/ES,15 de abril de 2026 LUIZ CARLOS RIBEIRO Secretário de Estado de Saúde","30","11211"
"AcordoCooperacao","RESUMO DO ACORDO DE COOPERAÇÃO TÉCNICA Nº 012/2025 PROCESSO Nº 2024-89K7R PARTÍCIPES: Secretaria de Estado de Saúde - SES, Hospital São Lucas Ltda., Instituto de Pesquisa em Ciências da Saúde do Espírito Santo - IPCS e Prefeitura Municipal de Vila Velha. OBJETO: Estabelecer cooperação técnica para o desenvolvimento de um programa de prevenção e combate à AIDS no Estado do Espírito Santo, incluindo ações educativas e pesquisas clínicas sobre tratamentos inovadores. RECURSOS FINANCEIROS : não há transferência de recursos financeiros entre os partícipes, sendo que as despesas necessárias serão custeadas pelas partes conforme suas atribuições legais. VIGÊNCIA: a partir do primeiro dia seguinte à publicação deste extrato na imprensa oficial até 60 meses após o início da vigência. Vitória/ES,15 de setembro de 2025 MARCELO CARDOSO SILVA Secretário de Estado de Saúde","31","11212"
"AcordoCooperacao","RESUMO DO ACORDO DE COOPERAÇÃO TÉCNICA Nº 015/2024 PROCESSO Nº 2023-87V96 PARTÍCIPES: Secretaria de Estado da Saúde - SES; Fundação José Sarney de Pesquisa e Defesa Científica - FJPDC; Hospital Vila Nova Star Ltda.; Universidade Federal do Espírito Santo - UFES OBJETO: Estabelecer cooperação técnica para o desenvolvimento de um programa de prevenção e tratamento da doença renal crônica no estado do Espírito Santo, incluindo pesquisa clínica, capacitação profissional e criação de protocolos médicos padronizados. RECURSOS FINANCEIROS: Não há transferência de recursos financeiros entre os partícipes, as despesas serão suportadas pelas entidades participantes conforme suas atribuições legais e orçamentárias vigentes. VIGÊNCIA: O presente acordo entrará em vigor no dia seguinte à publicação do extrato na imprensa oficial e se estenderá por 60 meses contados a partir dessa data. Vitória/ES, 15 de outubro de 2024 LUIZ CARLOS DE SOUZA Secretário de Estado da Saúde","32","11213"
"AcordoCooperacao","EXTRATO DE ACORDO DE COOPERAÇÃO TÉCNICA  
ACORDO DE COOPERARÇÃO TÉCNICA Nº 012/2025  
PROCESSO Nº 2024-IJ7KL  
PARTÍCIPES: Secretaria de Estado da Saúde - SES, Instituto Capixaba de Pesquisa e Planejamento do Desenvolvimento Sustentável (IGESS), Hospital São Lucas e Fundação Renova.  
OBJETO: Estabelecer cooperação técnico-científica para o desenvolvimento de um programa de prevenção ao coronavírus e melhoria na qualidade dos serviços de saúde oferecidos, conforme detalhado no Anexo I deste instrumento.  
VIGÊNCIA: O presente acordo entrará em vigor a partir do primeiro dia seguinte à publicação de seu extrato no Diário Oficial do Estado e vigorará por sessenta (60) meses contados da data mencionada.  
DO REPASSE DE RECURSOS FINANCEIROS: Não haverá transferência de recursos financeiros entre os partícipes, sendo as despesas assumidas por cada um nos limites de suas respectivas atribuições e em conformidade com a legislação aplicável.  
Vitória/ES, 15 de junho de 2025  
PEDRO SANTOS PEREIRA  
Secretário de Estado da Saúde","33","11214"
"AcordoCooperacao","RESUMO DO ACORDO DE COOPERAÇÃO TÉCNICA Nº 015/2026 PROCESSO Nº 2025-K9CJ4 PARTÍCIPES: Secretaria de Estado de Saúde - SES; Hospital São Lucas Ltda. OBJETO: Realização do Programa Integrado de Atenção e Prevenção ao Envelhecimento Saudável no Espírito Santo, que visa promover ações conjuntas na área da saúde para atender melhor a população idosa em todo o estado. RECURSOS FINANCEIROS : não há transferência de recursos financeiros entre os partícipes, e as despesas necessárias à consecução do objeto deste Instrumento serão assumidas pelos Partícipes, dentro dos limites de suas respectivas atribuições e nos termos das normas aplicáveis às finanças públicas. VIGÊNCIA : a partir do primeiro dia seguinte ao da publicação de seu extrato na imprensa oficial até 31/12/2027, conforme prazo previsto no anexo Plano de Trabalho para a consecução de seu objeto. Vitória/ES, 15 de maio de 2026. MARIA APARECIDA SOUZA Secretária de Estado de Saúde","34","11215"
"AcordoCooperacao","EXTRATO DE ACORDO DE COOPERAÇÃO TÉCNICA  
ACORDO DE COOPERARÇÃO TÉCNICA Nº 012/2024  
PROCESSO Nº 2023-EF8LM

PARTÍCIPES:  
- Secretaria de Estado do Meio Ambiente e Sustentabilidade - SMA;  
- Instituto Ambiental do Espírito Santo - INEA;  
- Empresa Jardins Urbanos Ltda.;  

OBJETO:  
O presente Termo de Cooperação Técnica tem por objeto a cooperação técnica entre os partícipes na implementação e manutenção de projetos ambientais urbanos, bem como no desenvolvimento de estratégias para preservação da biodiversidade nas áreas urbanas do Estado.  

VIGÊNCIA:  
O presente Termo de Cooperação vigerá por setenta e dois (72) meses a partir do primeiro dia seguinte ao da publicação de seu extrato no Diário Oficial do Estado.

DO REPASSE DE RECURSOS FINANCEIROS:
O presente Termo de Cooperação Técnica não envolve transferência de recursos financeiros/orçamentários entre os partícipes.

LUIZ CARLOS VIEIRA  
Secretário de Estado do Meio Ambiente e Sustentabilidade","35","11216"
"AcordoCooperacao","RESUMO DO ACORDO DE COOPERAÇÃO TÉCNICA Nº 012/2025 PROCESSO Nº 2025-7HJGK PARTÍCIPES: Secretaria de Estado da Saúde - SES, Prefeitura Municipal de Cachoeiro de Itapemirim, Hospital Estadual Joaquim Nabuco e Fundação René Rachou. OBJETO: Promover a cooperação técnica para o desenvolvimento de um programa de prevenção e controle do HIV/AIDS no Espírito Santo, incluindo diagnóstico precoce, tratamento adequado e educação em saúde pública. RECURSOS FINANCEIROS : não há transferência de recursos financeiros entre os partícipes, e as despesas necessárias à consecução do objeto deste Instrumento serão assumidas pelos Partícipes, dentro dos limites de suas respectivas atribuições e nos termos das normas aplicáveis às finanças públicas. VIGÊNCIA : a partir do primeiro dia seguinte ao da publicação de seu extrato na imprensa oficial até 84 meses após o início de sua vigência. Vitória/ES, 15 de outubro de 2025 MARCELO SILVA DOS SANTOS Secretário de Estado da Saúde","36","11217"
"AcordoCooperacao","EXTRATO DE ACORDO DE COOPERAÇÃO TÉCNICA

ACORDO DE COOPERAÇÃO TÉCNICA Nº 018/2024  
PROCESSO Nº 2023-59P7R  

PARTÍCIPES:  
- Secretaria de Estado da Saúde do Espírito Santo - SES;  
- Instituto Capixaba de Desenvolvimento do Ensino e da Ciência - ICDEC;  

OBJETO: O presente Termo de Cooperação Técnica tem por objeto o estabelecimento de parceria entre a SES e o ICDEC, com vistas ao desenvolvimento conjunto de programas e pesquisas na área de saúde pública, especialmente nas áreas de epidemiologia e pesquisa clínica. As atividades previstas serão executadas conforme as disposições constantes no Plano de Trabalho anexo.

VIGÊNCIA: O presente Termo de Cooperação vigerá por 24 (vinte e quatro) meses, a contar do dia 01 de janeiro de 2025.

DO REPASSE DE RECURSOS FINANCEIROS: O presente Termo de Cooperação Técnica não envolve transferência de recursos financeiros/orçamentários entre os partícipes.  

MARIA ANGELES COSTA  
Secretária de Estado da Saúde do Espírito Santo","37","11218"
"AcordoCooperacao","EXTRATO DE ACORDO DE COOPERAÇÃO TÉCNICA  
ACORDO DE COOPERAÇÃO TÉCNICA Nº 015/2026  
PROCESSO Nº 2025-LF394

PARTÍCIPES:
- Secretaria de Estado da Saúde - SES;
- Hospital Universitário Cassiano Antônio Motta - HUCAM;
- Prefeitura Municipal de Cariacatu.

OBJETO: O presente Termo de Cooperação Técnica tem por objeto a cooperação técnica e o desenvolvimento conjunto de projetos na área de saúde pública, visando melhorar os serviços prestados à população em questões relacionadas ao combate à AIDS e outras DST's. As atividades incluem capacitação profissional, intercâmbio científico e ações preventivas conforme estabelecido no Plano de Trabalho anexo.

VIGÊNCIA: O presente Termo de Cooperação vigerá por 24 (vinte e quatro) meses, contados a partir da data de publicação do extrato deste Acordo em Diário Oficial do Estado, que será no dia 15 de outubro de 2026.

DO REPASSE DE RECURSOS FINANCEIROS: O presente Termo de Cooperação Técnica não envolve transferência de recursos financeiros/orçamentários entre os partícipes.

MARIA CLARA DOS SANTOS MOREIRA
Secretária de Estado da Saúde","38","11219"
"AcordoCooperacao","EXTRATO DE ACORDO DE COOPERAÇÃO TÉCNICA  
ACORDO DE COOPERARÇÃO Nº 012/2023  
PROCESSO Nº 2023-AB5FG  

PARTÍCIPES:
- Secretaria de Estado do Meio Ambiente e Recursos Hídricos - SMA;
- Empresa Ambiental Ltda, CNPJ: 98.765.432/0001-87.

OBJETO:
O presente Acordo tem por objeto a cooperação técnica entre os partícipes para o desenvolvimento de projetos ambientais e de recuperação de áreas degradadas no estado do Espírito Santo, incluindo ações de monitoramento, pesquisa científica e educação ambiental. Visa-se à implementação de práticas sustentáveis em parceria com comunidades locais e instituições educacionais para promover a conservação dos recursos naturais.

VIGÊNCIA:
O presente Acordo vigerá por quarenta e oito (48) meses, contados da data de sua publicação no Diário Oficial do Estado.

DO REPASSE DE RECURSOS FINANCEIROS:
O presente Acordo não envolve transferência de recursos financeiros/orçamentários entre os partícipes. Todas as despesas decorrentes das ações desenvolvidas serão arcadas por cada parte conforme suas disponibilidades orçamentárias.

ANTÔNIO CARLOS RIBEIRO DA SILVA  
Secretário de Estado do Meio Ambiente e Recursos Hídricos","39","11220"
